pokemon_id,name,root_id,root_name,family_id,generation,image_url,tradeable,legendary
26,Raichu,172.0,Pichu,10,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/26.png,True,False
27,Sandshrew,27.0,Sandshrew,11,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/27.png,True,False
28,Sandslash,27.0,Sandshrew,11,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/28.png,True,False
29,Nidoran F,29.0,Nidoran F,12,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/29.png,True,False
30,Nidorina,29.0,Nidoran F,12,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/30.png,True,False
31,Nidoqueen,29.0,Nidoran F,12,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/31.png,True,False
32,Nidoran M,32.0,Nidoran M,13,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/32.png,True,False
33,Nidorino,32.0,Nidoran M,13,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/33.png,True,False
34,Nidoking,32.0,Nidoran M,13,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/34.png,True,False
35,Clefairy,173.0,Cleffa,14,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/35.png,True,False
36,Clefable,173.0,Cleffa,14,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/36.png,True,False
37,Vulpix,37.0,Vulpix,15,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/37.png,True,False
38,Ninetales,37.0,Vulpix,15,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/38.png,True,False
39,Jigglypuff,174.0,Igglybuff,16,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/39.png,True,False
40,Wigglytuff,174.0,Igglybuff,16,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/40.png,True,False
41,Zubat,41.0,Zubat,17,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/41.png,True,False
42,Golbat,41.0,Zubat,17,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/42.png,True,False
43,Oddish,43.0,Oddish,18,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/43.png,True,False
44,Gloom,43.0,Oddish,18,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/44.png,True,False
45,Vileplume,43.0,Oddish,18,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/45.png,True,False
46,Paras,46.0,Paras,19,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/46.png,True,False
47,Parasect,46.0,Paras,19,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/47.png,True,False
48,Venonat,48.0,Venonat,20,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/48.png,True,False
49,Venomoth,48.0,Venonat,20,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/49.png,True,False
50,Diglett,50.0,Diglett,21,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/50.png,True,False
51,Dugtrio,50.0,Diglett,21,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/51.png,True,False
52,Meowth,52.0,Meowth,22,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/52.png,True,False
53,Persian,52.0,Meowth,22,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/53.png,True,False
54,Psyduck,54.0,Psyduck,23,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/54.png,True,False
55,Golduck,54.0,Psyduck,23,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/55.png,True,False
56,Mankey,56.0,Mankey,24,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/56.png,True,False
57,Primeape,56.0,Mankey,24,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/57.png,True,False
58,Growlithe,58.0,Growlithe,25,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/58.png,True,False
59,Arcanine,58.0,Growlithe,25,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/59.png,True,False
60,Poliwag,60.0,Poliwag,26,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/60.png,True,False
61,Poliwhirl,60.0,Poliwag,26,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/61.png,True,False
62,Poliwrath,60.0,Poliwag,26,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/62.png,True,False
63,Abra,63.0,Abra,27,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/63.png,True,False
64,Kadabra,63.0,Abra,27,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/64.png,True,False
65,Alakazam,63.0,Abra,27,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/65.png,True,False
66,Machop,66.0,Machop,28,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/66.png,True,False
67,Machoke,66.0,Machop,28,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/67.png,True,False
68,Machamp,66.0,Machop,28,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/68.png,True,False
69,Bellsprout,69.0,Bellsprout,29,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/69.png,True,False
70,Weepinbell,69.0,Bellsprout,29,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/70.png,True,False
71,Victreebel,69.0,Bellsprout,29,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/71.png,True,False
72,Tentacool,72.0,Tentacool,30,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/72.png,True,False
73,Tentacruel,72.0,Tentacool,30,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/73.png,True,False
74,Geodude,74.0,Geodude,31,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/74.png,True,False
75,Graveler,74.0,Geodude,31,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/75.png,True,False
76,Golem,74.0,Geodude,31,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/76.png,True,False
77,Ponyta,77.0,Ponyta,32,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/77.png,True,False
78,Rapidash,77.0,Ponyta,32,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/78.png,True,False
79,Slowpoke,79.0,Slowpoke,33,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/79.png,True,False
80,Slowbro,79.0,Slowpoke,33,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/80.png,True,False
81,Magnemite,81.0,Magnemite,34,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/81.png,True,False
82,Magneton,81.0,Magnemite,34,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/82.png,True,False
83,Farfetchd,83.0,Farfetchd,35,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/83.png,True,False
84,Doduo,84.0,Doduo,36,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/84.png,True,False
85,Dodrio,84.0,Doduo,36,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/85.png,True,False
86,Seel,86.0,Seel,37,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/86.png,True,False
87,Dewgong,86.0,Seel,37,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/87.png,True,False
88,Grimer,88.0,Grimer,38,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/88.png,True,False
89,Muk,88.0,Grimer,38,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/89.png,True,False
90,Shellder,90.0,Shellder,39,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/90.png,True,False
91,Cloyster,90.0,Shellder,39,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/91.png,True,False
92,Gastly,92.0,Gastly,40,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/92.png,True,False
93,Haunter,92.0,Gastly,40,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/93.png,True,False
94,Gengar,92.0,Gastly,40,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/94.png,True,False
95,Onix,95.0,Onix,41,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/95.png,True,False
96,Drowzee,96.0,Drowzee,42,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/96.png,True,False
97,Hypno,96.0,Drowzee,42,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/97.png,True,False
98,Krabby,98.0,Krabby,43,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/98.png,True,False
99,Kingler,98.0,Krabby,43,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/99.png,True,False
100,Voltorb,100.0,Voltorb,44,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/100.png,True,False
101,Electrode,100.0,Voltorb,44,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/101.png,True,False
102,Exeggcute,102.0,Exeggcute,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/102.png,True,False
103,Exeggutor,102.0,Exeggcute,45,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/103.png,True,False
104,Cubone,104.0,Cubone,46,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/104.png,True,False
105,Marowak,104.0,Cubone,46,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/105.png,True,False
106,Hitmonlee,236.0,Tyrogue,47,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/106.png,True,False
107,Hitmonchan,236.0,Tyrogue,47,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/107.png,True,False
108,Lickitung,108.0,Lickitung,48,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/108.png,True,False
109,Koffing,109.0,Koffing,49,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/109.png,True,False
110,Weezing,109.0,Koffing,49,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/110.png,True,False
111,Rhyhorn,111.0,Rhyhorn,50,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/111.png,True,False
112,Rhydon,111.0,Rhyhorn,50,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/112.png,True,False
113,Chansey,440.0,Happiny,51,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/113.png,True,False
114,Tangela,114.0,Tangela,52,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/114.png,True,False
115,Kangaskhan,115.0,Kangaskhan,53,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/115.png,True,False
116,Horsea,116.0,Horsea,54,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/116.png,True,False
117,Seadra,116.0,Horsea,54,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/117.png,True,False
118,Goldeen,118.0,Goldeen,55,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/118.png,True,False
119,Seaking,118.0,Goldeen,55,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/119.png,True,False
120,Staryu,120.0,Staryu,56,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/120.png,True,False
121,Starmie,120.0,Staryu,56,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png,True,False
122,Mr Mime,439.0,Mime Jr,57,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/122.png,True,False
123,Scyther,123.0,Scyther,58,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png,True,False
124,Jynx,238.0,Smoochum,59,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/124.png,True,False
125,Electabuzz,239.0,Elekid,60,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png,True,False
126,Magmar,240.0,Magby,61,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png,True,False
127,Pinsir,127.0,Pinsir,62,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png,True,False
128,Tauros,128.0,Tauros,63,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png,True,False
129,Magikarp,129.0,Magikarp,64,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png,True,False
130,Gyarados,129.0,Magikarp,64,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png,True,False
131,Lapras,131.0,Lapras,65,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png,True,False
132,Ditto,132.0,Ditto,66,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png,True,False
133,Eevee,133.0,Eevee,67,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png,True,False
134,Vaporeon,133.0,Eevee,67,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png,True,False
135,Jolteon,133.0,Eevee,67,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png,True,False
136,Flareon,133.0,Eevee,67,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png,True,False
137,Porygon,137.0,Porygon,68,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png,True,False
138,Omanyte,138.0,Omanyte,69,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png,True,False
139,Omastar,138.0,Omanyte,69,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png,True,False
140,Kabuto,140.0,Kabuto,70,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png,True,False
141,Kabutops,140.0,Kabuto,70,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png,True,False
142,Aerodactyl,142.0,Aerodactyl,71,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png,True,False
143,Snorlax,446.0,Munchlax,72,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png,True,False
144,Articuno,144.0,Articuno,73,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png,True,True
145,Zapdos,145.0,Zapdos,74,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png,True,True
146,Moltres,146.0,Moltres,75,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png,True,True
147,Dratini,147.0,Dratini,76,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png,True,False
148,Dragonair,147.0,Dratini,76,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png,True,False
149,Dragonite,147.0,Dratini,76,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png,True,False
150,Mewtwo,150.0,Mewtwo,77,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png,True,True
151,Mew,151.0,Mew,78,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png,False,True
152,Chikorita,152.0,Chikorita,79,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png,True,False
153,Bayleef,152.0,Chikorita,79,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png,True,False
154,Meganium,152.0,Chikorita,79,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png,True,False
155,Cyndaquil,155.0,Cyndaquil,80,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png,True,False
156,Quilava,155.0,Cyndaquil,80,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png,True,False
157,Typhlosion,155.0,Cyndaquil,80,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png,True,False
158,Totodile,158.0,Totodile,81,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png,True,False
159,Croconaw,158.0,Totodile,81,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png,True,False
160,Feraligatr,158.0,Totodile,81,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png,True,False
161,Sentret,161.0,Sentret,82,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png,True,False
162,Furret,161.0,Sentret,82,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png,True,False
163,Hoothoot,163.0,Hoothoot,83,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png,True,False
164,Noctowl,163.0,Hoothoot,83,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/164.png,True,False
165,Ledyba,165.0,Ledyba,84,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/165.png,True,False
166,Ledian,165.0,Ledyba,84,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/166.png,True,False
167,Spinarak,167.0,Spinarak,85,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/167.png,True,False
168,Ariados,167.0,Spinarak,85,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/168.png,True,False
169,Crobat,41.0,Zubat,17,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/169.png,True,False
170,Chinchou,170.0,Chinchou,86,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/170.png,True,False
171,Lanturn,170.0,Chinchou,86,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/171.png,True,False
172,Pichu,172.0,Pichu,10,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/172.png,True,False
173,Cleffa,173.0,Cleffa,14,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/173.png,True,False
174,Igglybuff,174.0,Igglybuff,16,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/174.png,True,False
175,Togepi,175.0,Togepi,87,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/175.png,True,False
176,Togetic,175.0,Togepi,87,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/176.png,True,False
177,Natu,177.0,Natu,88,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/177.png,True,False
178,Xatu,177.0,Natu,88,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/178.png,True,False
179,Mareep,179.0,Mareep,89,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/179.png,True,False
180,Flaaffy,179.0,Mareep,89,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png,True,False
181,Ampharos,179.0,Mareep,89,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png,True,False
182,Bellossom,43.0,Oddish,18,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png,True,False
183,Marill,298.0,Azurill,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png,True,False
184,Azumarill,298.0,Azurill,90,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png,True,False
185,Sudowoodo,438.0,Bonsly,91,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png,True,False
186,Politoed,60.0,Poliwag,26,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png,True,False
187,Hoppip,187.0,Hoppip,92,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png,True,False
188,Skiploom,187.0,Hoppip,92,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png,True,False
189,Jumpluff,187.0,Hoppip,92,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png,True,False
